Outcome,Treatment,Selection,Covariate 1,Covariate 2,Covariate 3,Covariate 4,Covariate 5
-0.8918443671166392,0.0,0.6666048891756033,-1.1379623332151336,1.3136381786151246,-1.0993395445979322,-1.5224716407634977,-0.6586814760537657
8.256813768115306,1.0,2.1691270137675938,-0.0452167572723598,0.29889180981035895,0.6239360168676267,1.585808959174635,-0.01578889272784978
1.6024475587690348,0.0,0.7470409517820472,-1.2167451389478465,-0.9548767911130793,-1.7020855214496233,-0.8320351107404528,2.3771678626188706
4.123934445840282,0.0,1.78808521344458,-0.662174511645306,-0.45434998601524085,0.9380131600186072,2.026520106530808,-0.6468549785987664
1.7696483272129009,1.0,1.6391955832905156,-1.6544141141083404,-0.38772853147627895,-1.2937923511040965,-0.8534227310626802,1.2469529960769434
2.8242948964176535,1.0,0.24364417236030278,0.19650132864844094,0.7709786634816602,-0.8184345408934706,-0.2448817879918595,-0.4016752273134838
7.156891960847527,0.0,1.135468730688576,-0.009406012320824933,0.5072324126609727,1.04456366057449,1.8883749995671826,-0.4138562885668904
1.8141562041244226,0.0,-0.048696367182884476,0.8147938620708169,-1.2314278767871538,-0.3293021729914201,0.35847059360626904,0.6712040238239815
13.663274035328179,1.0,1.9013805289590997,1.6880496003682344,-0.07552438456871892,1.7185537255427004,0.6270783501098265,2.3019474151824784
10.66858998441678,1.0,1.8785452086196979,-0.9399942781235032,1.1677329031929617,-1.113126631104672,-0.7328825917034058,1.6945810984893048
8.086990119511027,1.0,1.1902477042958393,0.3096911085238362,1.1937637525671765,0.3595389896975061,0.15239842816182037,0.5171149346052165
1.998481340149421,0.0,1.4661805354963342,0.6038064895459323,0.8070261657433094,0.9192722076636616,0.0995978961493825,-1.4088610073114964
-1.1228082066503338,1.0,2.1868246933037963,-0.6436711812408866,-1.4363498346557106,-0.7311343616959601,0.9558421271572435,-0.9079422843097653
0.3661854561467962,1.0,0.6718454138117996,-1.1076620252266831,-1.2452013796439618,-2.1473096841123054,-0.673874970301215,1.1853177359802916
5.339154366971377,1.0,0.7480153777345768,2.772520911707722,0.1730316046698936,1.2938641191025342,-0.7732850279167004,0.19871122117736048
4.244628251731961,1.0,-0.376820373598318,-0.5002840747466983,0.4410313887767679,0.8635608492592549,0.6745641074221362,0.3983356049457637
5.589217811673779,1.0,2.3715842053664478,-1.041223261426036,-1.211033413401695,-0.7638105072748008,0.48071118472974234,1.6129367148521374
-2.0967143981167884,1.0,1.2643497385657303,-1.3598185536254621,-1.456661427401614,0.6083058204112434,0.20403749491517872,0.2517411568461666
1.6380036083333986,1.0,1.2932213631125296,-1.7135051999716762,-0.09730105691154732,0.28563518564831,-1.5214338318792973,1.913992276642058
-1.7324117085016633,0.0,0.19139926203202062,-1.4886042798599997,1.2353718523607586,0.7328032085890072,-1.3799475703371575,0.6765250553357423
5.041222902748577,1.0,-0.6964582045496988,-0.502439369534002,1.6216925020531878,0.14970316124266142,-0.23781621913736598,0.6378674258932211
-3.7783935353160123,0.0,1.4109523232128016,0.4483239743824615,0.37969587981099023,-0.4020995689062406,-2.0642922927103364,-0.6728239426502757
2.17879555980806,1.0,-0.021814954058468783,-0.07444552262708513,-1.0957996324081656,-2.1404529420460023,0.08433133544647994,0.9581584630137334
-0.7358809840013698,1.0,1.6941237718074564,0.1646895210448989,-0.563048532334432,-1.740931978988069,-1.3105509005238252,0.09670740791651455
1.222826878237813,1.0,0.9296797612397071,-0.9590250264768397,-1.3120285312750486,-0.6040147465965806,-0.3960111007261101,1.864694650125579
