Outcome,Treatment,Covariate 1,Covariate 2,Covariate 3,Covariate 4,Covariate 5
3.8416800872663375,1.0,0.37581037827229447,0.5395474752563526,-1.00538996640387,-0.9750035634557084,0.009737846157433973
0.5909053320136411,0.0,0.3074794446677637,1.0049366826053379,0.39774213604190156,1.5589039468639618,-1.6339157406958686
4.840053607125584,1.0,1.5189127206562028,-0.17816208173091438,-0.06587874662497419,-0.425491265029603,-0.7450562534553715
6.5558928571772235,1.0,0.3662167295658786,1.0415237128460426,-1.8998429539779635,-0.4077937546807926,1.6500710338470619
4.3524191608014915,1.0,0.4793095590221563,0.12671861721173233,1.277326963208918,-0.06785001877870418,0.538710309861967
4.1643843419483,1.0,1.0201636767350581,0.2681473617385825,1.7469779717179312,1.630480162077999,-0.39413745596966543
7.102674958228792,1.0,1.181349444510862,0.8713723337158078,0.23348988907644538,-0.3007282621306014,-0.4185589848278659
2.129547114205552,0.0,0.7318915360062929,0.42452382599331145,2.2196065095786697,-0.9858963903562649,-0.6403991241055693
-1.9985090064760662,0.0,-1.0990680194341078,0.7045126134559464,0.41225458926563513,-0.4684372495378954,0.342934461313687
-1.357131472460968,0.0,0.23909745100734262,-0.22835293988533553,-1.242793174795164,0.41053913016754456,-1.2302234222986799
0.7323752325120585,1.0,-0.5681444131464016,-0.11305453619730078,-1.0040449914454417,-1.8415492968436054,-0.2979329160784096
1.1209956730493529,1.0,-0.12436264338808144,-1.3973607738082183,0.20790290154240743,-0.5030800394167956,-2.005046895907664
0.2973781812774182,0.0,-0.2882130245097997,-0.9772878542922565,0.10441873107644271,-1.0005742649426514,0.014071974871705407
4.449638798744778,0.0,1.8022155627135477,-0.7660571313191664,-0.6240967878816748,-1.2077626543437874,-0.6302718850587236
2.254664468239084,1.0,0.6433195832418461,-0.2800372348781636,1.6383312444092513,1.6702582150134884,-0.5737019658491892
2.4422271065329895,1.0,-0.9371350986965304,0.8404681668646239,0.2723898646185387,-0.3319093301116521,-0.815691560775725
2.637669788982427,0.0,-0.012919680708336425,0.5535796385321414,-1.2141783982901364,0.8347731215154679,1.978882460621775
0.47760135347614163,1.0,-1.7143448364709089,0.6318033631075398,0.09955535045354051,-0.4628378428939229,-1.1941871863404
5.356484587329299,1.0,-0.029674542065415956,0.7170150065779218,-1.4871954519013366,0.7423894050515684,0.9899118316989242
-0.09095733040625825,0.0,-0.9263266085979072,-0.7404707573172107,-0.6369533055800413,0.2560447477435397,1.395270177005684
-0.09140184534861151,1.0,-1.6549820447450905,1.0819492471113863,1.8530968207293257,1.418932146341748,0.40214736505764914
2.2891459137023715,0.0,0.42486042778372846,-0.010402550298097387,-0.10940139423212827,0.24627614015179475,0.9690048592745658
6.898002452624141,1.0,0.03800124937654064,0.7863731741444216,-0.49622831430281905,-0.47387348962844716,1.1401074600257244
-0.8887564242833496,0.0,-0.9971586290177475,1.542340540220908,0.5742008501505659,0.9986732480415381,-0.46938010162756233
4.382268746587459,1.0,0.11308167399408832,-0.5547222424737127,1.3435487102982868,0.055185163231075106,1.440719687817094
5.759657699231629,1.0,0.8451278065882654,0.504766918856916,-0.476775317999186,-0.7232971037491374,2.336546016926653
2.818456557160543,1.0,0.13709499435303854,-0.15713723225606693,0.8045310984000239,-1.067457974076086,-1.0641845690819072
1.7950849903495119,0.0,1.306598679499269,-0.45016177382054107,-0.39326413358424017,-0.050254242020359094,0.1841199998090956
4.510350378779144,1.0,0.14632780740248152,1.8370995486070518,1.0430117927359388,0.4225945828586499,0.43943013378402723
1.1902538519467547,0.0,-0.40746808597881845,0.8429849293180725,1.97317657018819,0.3472927763654992,-0.1867622834753014
4.354998962967974,0.0,0.27255115453653966,1.873007198280384,-1.0612470929439963,1.997550688612942,0.452743575432403
7.230061730741132,1.0,1.2529063315046722,0.3769676803203891,2.4628684850741265,-1.974413726269519,0.5601215992427012
4.755839146139139,1.0,0.2670547244276763,-1.2717705582809613,-0.6240850141095877,-0.39133032612583885,1.4237521029048652
3.9802759034585073,1.0,-0.5893567786198747,2.1896843741713483,0.1249140004938108,-0.7319261705884732,-0.9994628748626171
7.6940141958811346,1.0,0.8274807273334331,2.015108934762677,1.5633345941476477,-1.1043948024390364,2.109422001477533
8.319802353420709,1.0,2.6499247483042603,-0.46758470392192636,0.16896603306673763,-0.4922206494256998,-0.7366186888392293
-0.7604881909199843,0.0,-0.2956439025751227,-0.15242223726171225,0.9216998941180985,-0.8447576946672967,-0.848071961851284
5.908059594268707,1.0,0.5668176283168599,0.9565550032935205,-1.0122957787435036,-0.9131675607230795,0.7549450677544672
-0.28450114707827023,0.0,0.691241725230211,-0.4764375768051485,-0.6303762880455773,-0.2279950404798088,-1.8558344116119625
2.89960982319768,1.0,0.6994457065160443,-1.95015678088049,-0.4882012067267349,0.589966898289499,0.8577299740893859
2.9631966329479376,0.0,1.1123526432191766,0.8906046765581273,-0.16754528313644979,0.03973868568933025,-0.6198535204564731
-2.8562309791058893,0.0,-1.1447658627491333,0.8423844145237696,0.6189580909230326,1.001961879056649,-1.0915001605732515
3.1391575381123227,0.0,1.247422825158552,0.9129379251383735,0.050866608512699536,1.7547518749627702,-0.03441620611947423
