Outcome,Treatment,Confounder,Covariate 1,Covariate 2,Covariate 3,Covariate 4,Covariate 5
3.7841452442422483,0.0,0.47494132845655807,-0.8161151658762922,-0.5998303648189177,1.9705820952536832,-0.7781888559653168,0.13253151164512522
3.9549396793327336,1.0,0.16255039470839264,0.44832089229087113,0.6589157564162471,1.0878249142080765,-0.22650644439856457,-0.44047099380785665
5.406411022626926,1.0,1.6290909978111818,-1.8894010117443332,-0.0663309704602505,1.2479744369176744,0.12171549712799784,-0.26151603668349793
1.3942114183158347,1.0,-0.7217072093533115,1.9014276133216168,0.0715400221924793,0.7661231935817558,-0.5159192485530225,1.119617484585567
3.3401265768157566,1.0,-1.0799579716027625,-0.9504683663963038,0.680911160760316,1.6374563588437658,-0.006755434448689597,-0.612896607737961
3.424270779488519,1.0,-1.451673469256861,-0.11019401627301986,-0.21617503431734592,0.7560000227656458,1.01878991716862,-0.4344541854968599
0.6308889361733516,0.0,-0.7016189288678343,-1.1103491167519142,-1.0095436201141677,0.6177803165371524,1.1601502836042021,0.3340041169847172
3.3779266403419665,1.0,1.2547507078789644,-0.7480251073097134,-0.26569467503155936,0.28382015413789297,-1.0508848287625017,-1.1549801686386778
3.9610671530712143,0.0,0.24253897285574477,1.0950679225840798,-0.2223993457325977,0.43009253496716504,1.1758871074837678,0.847920254408559
-1.1270480823588938,1.0,-1.0645473844098878,-0.5630850249287233,1.2597142563600694,-0.7760646415722534,-0.7068134790738693,-0.8664188920249214
2.109137770513429,1.0,0.024397988369923906,0.11327945856227613,0.5578733280370968,-0.46749057537446653,0.021910742229897476,-2.145062259644863
2.600074895965154,1.0,-0.16798223566769474,0.6605693905825126,0.9288591594333792,0.21148708138144662,-2.3963586157815207,-0.79441958455635
-0.995103830558248,1.0,0.8170796914363013,0.21646033632373812,-1.1703245664509003,-2.69598273213524,-0.7621488934701245,0.34729511146095465
4.077155754350989,1.0,0.9306015582284944,-0.7626968294774729,-1.0326071141838418,-0.83057812948136,1.3188431286394122,0.1876171436548014
-0.06398388249459097,0.0,-0.2209788040821171,1.746196217426883,-0.019457123311777774,-0.5365592603951471,-0.5294477630669805,-1.8589456632859693
5.727157604610811,1.0,2.702481043646607,0.17199586101977798,0.45346298571635113,0.2616587252922902,0.417863865370797,1.734433747337029
2.2662589577006225,1.0,0.09499829982588964,0.6015214252819139,-1.5465826030884486,-1.187405129455724,0.1991333675546009,0.39442798766100223
3.4735311006770724,0.0,0.3516355243899414,-0.13237387355493563,-1.960255999973435,0.8122559538314066,0.430582995522352,0.17097051733764465
-1.300395399863185,0.0,0.681047853024797,0.18955751652095398,1.2093164132257246,-2.4691116799515576,0.07989791658634321,-1.1046520145830188
6.500826320558585,1.0,1.4980726110075528,-0.9679303281905862,3.149400505960718,2.071353351042797,-0.23540221735212266,-1.6223252979758407
0.23373168995073856,0.0,-1.0258493581244377,1.1501564019681871,1.2412737389780046,0.3875192849669356,-1.6637619111896134,0.2182089280875098
1.1487788477734855,0.0,0.55829390027112,-0.4221744604754629,-0.220185866506296,-0.5918181525061221,1.2292703386463102,0.153722583722208
7.4644793445019015,1.0,-0.5829508216498043,0.36118252426623454,1.2516264621328614,1.1182939268985932,1.4296787986754278,1.0874884322907996
2.3092004521960865,1.0,-1.6408479381315857,-0.12454380345314207,-1.374406855982362,0.6367161805394935,1.2926362604965687,1.3750630338065437
2.7493853980936525,1.0,-0.7736098641912098,-0.27772357295652234,0.46916037447232956,1.0331165190503582,-1.0099187427912029,-1.3617897836898927
-0.8503064778089042,0.0,0.06738379695928283,-1.0663144788072738,0.504804144599338,-0.3327119175520306,0.23439421587147738,0.06345387103160773
3.961926899166107,1.0,-0.29470249259396836,-1.4151985489047978,0.6617196276303108,0.8321175190277059,-0.3101459750808121,-1.9566786259756397
1.8049661824385101,0.0,-2.3610347516002763,0.1099442506753643,0.8000714090795443,-1.2768080787067695,1.9170459563593185,-0.6889815467418631
-3.0858028853406836,0.0,0.09578973517621349,-0.009366600400788055,-1.2750726018442013,-0.32214786804967876,-1.2554622357083407,-1.4256871912021118
4.256977589277723,1.0,1.3748770967677721,1.0709856886109648,1.094478520326625,-0.844153976423781,1.9419724072366138,-0.11922369948894158
2.3894231022950256,0.0,0.7881239824077411,0.9335240786428368,0.14810002405372916,1.1074368646710797,0.719945555337983,-0.37469778617411914
-3.7848800207898443,1.0,-0.30817997988619966,0.8705647268270138,-0.2860380652965838,-2.4448426784717427,-2.834936905543354,-0.3749504651036965
-0.9029940762446238,0.0,-0.2601558067222448,-1.289648161741323,0.41328481444051485,-0.24754403893841767,-0.8318656421297459,-0.6177866946190745
3.95197159625021,0.0,-0.24987828830340156,2.3141041976835113,-0.18428390932447197,1.6400731837952454,1.169280722303898,-0.2957891387460027
4.679371100285985,0.0,0.40835656312791585,-0.30384341406751114,2.0781081693100525,1.5670778484864012,0.42046946477258834,-0.9704838137353322
-3.1236631092571465,1.0,-0.12335078766705321,-0.8969228204977447,-1.9438053679745955,-1.6789881070868211,-1.4674839156720636,-1.2110968916277367
5.396646091240004,1.0,-0.6460379742556583,1.1525794558800992,-1.25361964646409,0.4513831138507232,2.604393941175583,-0.4585239772561363
5.014855009467905,1.0,0.9353932235651121,0.23465545456528833,1.5021958736677408,0.8668335368241542,-0.1925909429111269,-1.3378765322093944
0.7167358320059269,1.0,-1.6444605062376318,-0.6059723389645023,-2.081951733702481,0.43663404354611346,0.8059151227973078,-0.35905545598430655
-0.19084322705938817,1.0,-0.22086822580422175,0.9154734572186694,-0.5369308376939255,-1.4327009585836519,-0.655220389958956,-0.7419005696851287
-0.09166648135041644,1.0,-0.8056578528944003,2.203339349223,-0.6265252106452359,-0.897599990976105,0.5286708828055084,-0.23468179319511762
0.6049181209100729,0.0,-0.04222573499499512,-0.33857924151808144,0.39933068103872676,-1.047553479147395,-0.08815752692326462,-0.1012555430109807
3.5917124653848647,1.0,0.7864596674948803,0.10662099080851387,0.28864269855616653,-0.8318099796281643,-0.24334309992594313,1.054597650004271
1.7347957114846855,1.0,1.8159234864637492,0.10472814930207872,-1.7068025802333928,-0.5131379460843765,-0.6019030400479709,-0.864520418810979
5.1902426822691545,0.0,0.7708410497149881,-0.4230163259596739,0.1306863938402882,0.3931254786477518,1.212647072750655,-0.5004382284042891
0.039220671399548934,0.0,0.7095819335517723,-1.4062406966594359,-2.8910202087078782,0.16230313935105592,-0.1417522807884439,-0.4287071636425686
-0.3606113572188441,0.0,-0.16986707924862135,-1.7743987481076873,-1.0712777530413942,0.38895894509660744,0.6960238565101696,-0.2531714527077872
3.5544080927985124,0.0,0.03418356021131102,-1.0025879572849374,0.6908982814713953,0.45409209425075026,-0.4162364215334808,0.4378608456621209
3.822973524383787,1.0,0.9610782600519222,-0.668743816563524,1.6302166695890852,-1.1238756268071555,1.0513901937258705,0.6260702504110752
4.772215596512162,1.0,0.6131026910050003,0.5267721431862519,-1.0662413153600936,0.7328908046686684,0.6908722542969141,0.2183518264653309
4.0156744334404,1.0,1.1823035486147726,2.859138684829594,-0.7857785008961624,0.08950903964831652,0.13751092133984028,-1.6901747501384825
0.5291513454850477,1.0,-0.5854360248011116,0.8609109977568888,-0.01826860004262742,-0.5486813084206988,-0.6128113266684782,0.13824414126514115
-0.9429596543558656,0.0,-1.1873037814278224,1.6655514303333088,-0.6577287945212684,0.7254914105436079,-0.6122495189005106,-0.6160938915847726
1.8487778182293417,0.0,0.08541182100229956,0.6242243624306371,0.8452178081996667,-0.8786888058279365,0.23736458646793757,-0.3442754540551204
-0.5733908092561564,0.0,-0.040627101046966596,1.134351421071581,1.1830990233431415,-0.6267543487385736,-0.9990420000479932,0.07579885863366531
0.31818476683078317,1.0,-1.7996671037620058,-1.9901111726311558,1.335106332882093,-1.5906289124865354,-0.09585108583477707,-1.5738629670399695
-0.1339475816910597,0.0,-0.5479826024164031,-0.38620018388549526,-0.991343552117716,-0.6491410336281684,-0.21275101840481514,-0.5372106747020503
1.2535210340516547,0.0,2.3305971441630495,-1.6354904843397524,-0.708501287555602,-0.26590756720957687,1.1458996616268935,-0.2796779756690812
-2.5212643179555014,1.0,0.7825471579066262,0.8310031251717006,-0.3758429380381734,-0.6532842999945047,-3.220449653363254,0.9332333693095519
7.678148737082943,1.0,-0.8654778217752521,1.172926884365543,1.409867351102888,2.220035031272639,0.33542558648291226,-0.33185273662704606
4.705201972666622,1.0,0.9710803517237865,1.5810820727585322,-1.6538332018848327,0.4185880274194668,-0.5166660609596223,2.4585227121456685
-3.556026185410053,1.0,-3.071810378122002,0.2740365727327743,-1.9879646747489474,-1.2355182080405334,-0.6883352705075257,-3.0397230795674752
2.3111978085344558,0.0,0.8743876665699423,-0.5655658791605926,-0.9008230275566353,-0.7983844293746779,0.9757415867345097,1.2193515114456066
3.3556307380558392,0.0,0.3165598742047772,0.0054467125465083935,2.516564445897297,-0.14678284249177623,1.690129565113325,-1.1031430769199493
2.4726001689782393,1.0,-0.5425204866387995,0.537351815716455,-1.4787602268318976,1.162762818628274,0.2842114850780016,-0.872327581803072
2.1113370762431556,1.0,0.23988426685748807,0.3769136183883384,0.24212467654038208,-0.8745181542966088,0.31646590116814977,-1.0679020678830593
3.659059504908278,1.0,-1.2674535379806602,-0.47506712380238714,0.7865387344676632,0.8892509555385365,-0.07093818691932165,1.9162365542756132
3.0984375035265397,0.0,-0.5427393649912118,0.8048656759093841,0.23962280117179421,1.5498405085064046,0.49273058080299903,0.10583677413079047
5.807540054697289,1.0,1.5932966828616186,2.3248161580652593,0.5901279413978696,0.1413648926067403,0.7419496449271762,0.11380600164624556
1.3672201831806452,0.0,-1.303239704006041,-1.427177145047169,1.3607596552681265,1.1535745735505685,-1.453222170320327,-0.10179469247273132
3.2408043821254076,1.0,0.1697709485964628,-0.6769993451497845,0.6393220581649952,0.24647848362972608,-0.44458759391687436,1.8958008805749982
-0.008419173693322457,0.0,-0.9606702520074389,1.2989866202306675,0.2117432372114627,-0.2993417175659714,-0.6102878082113653,-1.4563609419306232
2.5786085053427654,1.0,-0.24894481882129793,-0.30136870270608884,-0.7067518085808052,0.4797498849491497,-0.07524124373313519,1.613876013376968
-1.1000323703653896,0.0,0.01296238718925842,-1.3763089777165076,0.5190549370624241,-1.9585944803820612,0.4508054189163704,-0.6807098587643483
2.617486958964473,1.0,1.101239660417649,0.902096870305432,-1.1771805216765518,0.19473003659990293,-0.4910139196705149,-0.9489551621029697
-0.04061322081194718,0.0,-0.7356174476509076,1.0083512358816118,-1.3742615776223575,0.671367967263935,0.8781284386934777,-0.7241427327308881
5.17984947124038,1.0,-0.2330368814495265,0.31749858154902805,0.6308934036210537,1.1569518630119253,1.3900125970343304,-1.263826840996125
0.9419491622852176,1.0,0.3126229652583698,0.5801504554178362,-0.06703567120845282,0.12041990049344534,-0.34029479107417826,-0.6837163461561807
6.048005158110366,1.0,0.15025243252672274,-0.7343003386588762,-0.31224363806076394,-0.08457511254538765,1.4827226204891943,0.42292819804041343
2.1484304544876442,1.0,0.5774099570175135,-0.7579887447538827,-0.22454902847469388,1.1161545452950028,-0.7434906540523618,-0.9185235646596973
0.9463761701807044,1.0,0.8901316386002167,-0.5309837810294056,0.10840204526776834,-1.6816433158406638,0.2983578381996836,-1.0321481824901
4.032411433015288,1.0,0.56177991437011,1.1273178051605977,1.9682106763710583,-0.48263336958204556,0.18575511149950824,0.8363829344417834
0.5010807246275846,1.0,0.4409775820843182,0.7486338893291156,0.556064340024227,-0.6884082270098112,-0.8802035283997807,-0.3685172535796797
3.246546551247568,1.0,2.7517765162342918,0.28505120221751706,-0.1559662699322013,0.7346825471181517,-0.7862363470306388,-1.3228107376183784
0.8612001088050598,1.0,1.2056866921873204,1.8254739469505055,0.27302209840926683,-0.7450551724802492,-1.9929104612345567,0.13980844574873735
